Phantom already exists, skipping: cuboid_phantom_6_normal.npy

################################################################################
Running cuboid=normal scenario=G4 N_ANGLES=360, K=6
view   0 | SOD= 568.374 mm | SDD= 691.050 mm | M= 1.216 | incident=3.1588°
[[  24.733675   -567.4833      -20.        ]
 [   3.6013086   122.35616      15.        ]
 [   0.14939497    0.00782946    0.        ]
 [   0.            0.            0.1496    ]]
            image          x1         y1  area1          x2          y2  area2          x3          y3  area3          x4          y4  area4          x5          y5  area5          x6          y6  area6
0    proj_000.png  470.186837  86.942675    471  355.645022  177.000000    462  364.448513  262.505721    437  444.164678  345.835322    419  475.285393  438.559551    445  470.222222  538.923747    459
1    proj_001.png  467.663848  86.919662    473  354.059211  177.010965    456  365.494253  262.473563    435  446.495238  345.916667    420  475.450673  438.580717    446  467.673160  538.904762    462
2    proj_002.png  465.170886  86.856540    474  352.696629  177.026966    445  366.512644  262.422989    435  448.768496  345.959427    419  475.671946  438.606335    442  465.161220  539.013072    459
3    proj_003.png  462.523013  86.866109    478  350.977778  177.000000    450  367.664399  262.414966    441  451.147268  345.992874    421  475.959184  438.723356    441  462.606522  539.130435    460
4    proj_004.png  459.997895  86.816842    475  349.561644  177.034247    438  368.929224  262.369863    438  453.411348  345.981087    423  476.127273  438.734091    440  459.976139  539.262473    461
5    proj_005.png  457.473140  86.907025    484  347.997727  176.972727    440  369.984163  262.425339    442  455.722353  345.960000    425  476.293987  438.777283    449  457.408207  539.300216    463
6    proj_006.png  454.772727  86.882231    484  346.258140  177.000000    430  371.202273  262.365909    440  457.931280  346.016588    422  476.450000  438.913636    440  454.822894  539.382289    463
7    proj_007.png  452.325103  86.827160    486  344.921659  176.942396    434  372.375566  262.361991    442  460.210280  345.997664    428  476.525959  439.054176    443  452.186296  539.353319    467
8    proj_008.png  449.619048  86.836439    483  343.295082  177.000000    427  373.727064  262.371560    436  462.425882  346.021176    425  476.740826  439.098624    436  449.536638  539.383621    464
9    proj_009.png  446.925773  86.841237    485  341.948478  176.962529    427  374.877315  262.277778    432  464.564904  346.048077    416  476.841860  439.032558    430  446.956989  539.421505    465
10   proj_010.png  444.313808  86.841004    478  340.443373  177.000000    415  376.073563  262.268966    435  466.903302  346.132075    424  476.962963  439.113426    432  444.326882  539.384946    465
11   proj_011.png  441.694215  86.842975    484  339.014085  176.924883    426  377.298165  262.309633    436  468.983412  346.154028    422  476.993072  439.189376    433  441.554371  539.518124    469
12   proj_012.png  439.036810  86.873211    489  337.555819  176.942993    421  378.573394  262.295872    436  471.093079  346.241050    419  477.066514  439.238532    436  438.989384  539.539278    471
13   proj_013.png  436.281947  86.823529    493  336.272093  176.974419    430  379.785068  262.180995    442  473.333333  346.202899    414  477.152620  439.343964    439  436.295983  539.581395    473
14   proj_014.png  433.713415  86.813008    492  334.924706  176.950588    425  381.066667  262.206897    435  475.621951  346.260976    410  477.282110  439.440367    436  433.761006  539.551363    477
15   proj_015.png  431.000000  86.862069    493  333.572104  176.964539    423  382.321267  262.269231    442  477.757282  346.308252    412  477.404110  439.500000    438  430.945378  539.556723    476
16   proj_016.png  428.236842  86.860324    494  332.299287  176.904988    421  383.747727  262.209091    440  479.855037  346.429975    407  477.346939  439.548753    441  428.260960  539.576200    479
17   proj_017.png  425.545267  86.853909    486  331.047733  176.887828    419  385.036782  262.117241    435  481.962871  346.433168    404  477.277778  439.715278    432  425.677282  539.528662    471
18   proj_018.png  422.860887  86.872984    496  329.888889  176.881797    423  386.246575  262.162100    438  484.093596  346.534483    406  477.188940  439.753456    434  422.879747  539.609705    474
19   proj_019.png  420.228000  86.860000    500  328.588942  176.889423    416  387.641379  262.135632    435  486.186567  346.527363    402  477.141531  439.823666    431  420.183333  539.527083    480
20   proj_020.png  417.543651  86.880952    504  327.527711  176.944578    415  388.869266  262.061927    436  488.272953  346.602978    403  477.122402  439.905312    433  417.623701  539.571726    481
21   proj_021.png  414.877016  86.828629    496  326.462470  176.895884    413  390.228833  262.130435    437  490.336683  346.648241    398  477.048724  440.023202    431  414.918239  539.551363    477
22   proj_022.png  412.093117  86.874494    494  325.334146  176.834146    410  391.610984  262.105263    437  492.295455  346.709596    396  476.951049  440.006993    429  412.192946  539.531120    482
23   proj_023.png  409.514170  86.836032    494  324.092457  176.846715    411  392.935632  262.071264    435  494.293970  346.766332    398  476.835648  440.018519    432  409.592827  539.567511    474
24   proj_024.png  406.941650  86.845070    497  323.067633  176.806763    414  394.187643  262.075515    437  496.275689  346.804511    399  476.723112  440.160183    437  406.789916  539.535714    476
25   proj_025.png  404.127273  86.806061    495  322.000000  176.817746    417  395.807256  262.113379    441  498.288608  346.865823    395  476.508009  440.157895    437  404.035714  539.600840    476
26   proj_026.png  401.518595  86.743802    484  321.062201  176.770335    418  397.000000  262.054670    439  500.256345  346.989848    394  476.320276  440.239631    434  401.480000  539.606316    475
27   proj_027.png  398.797959  86.800000    490  320.151442  176.814904    416  398.182232  262.043280    439  502.210660  347.022843    394  476.041096  440.260274    438  398.721868  539.607219    471
